sentence,tf-idf-sum
"Sunday evening everyone, except Pim and me, was clustered around the radio, listening to the “Immortal Music of the German Masters.” Dussel kept twisting and turning the knobs, which annoyed Peter, and the others too.",23.029158034500888
"The reason for the disagreement wasn’t particularly interesting in and of itself, but Peter has apparently taken the matter very much to heart, because this morning, when I was rummaging around in the crate of books in the attic, Peter came up and began telling me what had happened.",17.457877805031508
"Dussel replied in his haughtiest tone, “Ich mach’ das schon!”* Peter got angry and made an insolent remark.",17.188482126171987
"However, since I wanted him to go on talking quietly about himself, I hid my laughter, sat down on a cushion on the floor, wrapped my arms around my knees and gazed at him intently.",15.120774900305786
"I start stuttering and blushing and I twist my words around so much I finally have to stop, because I can’t find the right words.",14.143570822292393
"All day long I tried not to look at him too much, because whenever I did, I caught him looking at me and then—well, it made me feel wonderful inside, and that’s not a feeling I should have too often.",12.323979622983126
"After restraining himself for half an hour, Peter asked somewhat irritably if he would stop fiddling with the radio.",11.57235006659859
"I didn’t know anything about it, but Peter soon realized he’d found an attentive listener and started warming up to his subject.",11.097740061876172
"I used to have a bad habit, and sometimes I wish I still did: whenever I was mad at someone, I’d beat them up instead of arguing with them.",11.037857860156898
"You’re never at a loss for words: you say exactly what you want to say and aren’t in the least bit shy.” “Oh, you’re wrong about that,” I replied.",10.95928738993377
"What’s happened is this: I was longing for something (and still am), but…a small, a very small, part of the problem has been resolved.",10.049736308513072
"On Sunday morning I noticed, to my great joy (I’ll be honest with you), that Peter kept looking at me.",9.292770161475168
Peter seemed relieved that he could criticize Dussel without being afraid I’d tell.,8.960112107285118
"Plus I talk too much and too long, and that’s just as bad.” “Maybe, but you have the advantage that no one can see you’re embarrassed.",8.493110124515836
"As for me, I was pleased too, because I sensed a strong feeling of fellowship, which I only remember having had with my girlfriends.",8.091662118888442
You don’t blush or go to pieces.” I couldn’t help being secretly amused at his words.,7.945266866367996
"I meant to say something entirely different, but once I started, I got all mixed up.",7.528946652951398
"“I don’t usually talk much, since I know beforehand I’ll just be tongue-tied.",6.874236245224499
"I don’t know, I can’t explain it, but I suddenly had the feeling he wasn’t as in love with Margot as I used to think.",6.47666705180558
I’m glad there’s someone else in this house who flies into the same rages as I do.,5.409316508758119
"Mr. van Daan sided with him, and Dussel had to back down.",4.905654278189854
"I know this method won’t get me anywhere, and that’s why I admire you.",4.614574316225772
“Most of what I say comes out very differently from the way I’d planned.,4.469644066413638
A lot has changed for me since Saturday.,2.480352615810729
That’s what happened yesterday.,1.8136925250487415
It’s awful.,1.263198276433442
Not in the usual way.,1.1715569090747344
"“Well, it’s like this,” he said.",0.6770080168426753
That was it.,0.0
