sentence,tf-idf-sum
"He’s an obnoxious boy who lies around on his bed all day, only rousing himself to do a little carpentry work before returning to his nap.",20.598258424132474
"Because so many houses are being searched for hidden bicycles, Mr. Kugler thought it would be better to have a bookcase built in front of the entrance to our hiding place.",19.413345127728476
After the first three days we were all walking around with bumps on our foreheads from banging our heads against the low doorway.,16.581629216877285
"It’s a beautiful day outside, nice and hot, and in spite of everything, we make the most of the weather by lounging on the folding bed in the attic.",15.639980137693383
Then Peter cushioned it by nailing a towel stuffed with wood shavings to the doorframe.,14.220973156580076
"Daddy’s a sweetheart; he may get mad at me, but it never lasts longer than five minutes.",12.640461462511437
Mr. Voskuijl did the carpentry work.,8.918374010930712
"(Mr. Voskuijl has been told that the seven of us are in hiding, and he’s been most helpful.)",8.826465665784198
"Mama always treats me like a baby, which I can’t stand.",8.725932332299783
"Father wants to start tutoring me then, but we have to buy all the books first.",8.321704742387508
Mama gave me another one of her dreadful sermons this morning.,8.163636765941828
Mr. van Daan has been as nice as pie to me recently.,8.16222852367271
Now whenever we want to go downstairs we have to duck and then jump.,7.541731844851721
It swings out on its hinges and opens like a door.,7.258415253338753
"I’ve said nothing, but have been enjoying it while it lasts.",6.748441168578022
"Peter’s hair was washed today, but that’s nothing special.",6.604906384781602
Now our Secret Annex has truly become secret.,6.468133650014671
Mr. van Daan and I are always at loggerheads with each other.,6.012461449799933
I don’t think Peter’s gotten any nicer.,5.038597774147778
We take the opposite view of everything.,5.0194558336954795
I’ve given myself a vacation until September.,3.9278986903805424
There’s little change in our lives here.,3.1741834584639443
Let’s see if it helps!,2.9613899764950107
"For the rest, things are going better.",2.5482805667513118
I’m not doing much schoolwork.,1.9994259494833606
What a dope!,1.7756801516078626
