sentence,tf-idf-sum
"On the other hand, I’m certain I’d never have gotten as far with Peter, because I think I’d need to feel very close to a person before I could share my thoughts.",13.649967981432637
"I think you’ve begun to feel a kind of sisterly affection for Peter and would like to help him, just as much as I would.",12.118526497303732
I believe that trust has to come from both sides; I also think that’s the reason why Father and I have never really grown so close.,11.944179294474916
"You know how much I admire you, and only hope that some of your goodness and Father’s goodness will rub off on me, because, in that sense, you two are a lot alike.",11.20463962170787
"“Sure,” he said, “maybe we can go downstairs and look at the moon from there.” I agreed; I’m not really so scared of burglars.",10.080747286201628
So I told him I’d like to come some Saturday evening and also asked him if he’d let me know when you could see the moon.,9.434026268894709
"Your letter was extremely kind, but I still don’t feel completely happy about the situation, and I don’t think I ever will.",9.213831395215777
"If there’s anything you still want to discuss, please write, because it’s easier for me to say what I mean on paper than face-to-face.",9.064287762763193
"I received this today, March 20, 1944: Anne, yesterday when I said I wasn’t jealous of you, I wasn’t being entirely honest.",9.051248626641854
"I’m just sorry I haven’t found anyone with whom to share my thoughts and feelings, and I’m not likely to in the near future.",8.43649094771915
"I said I couldn’t see him every evening, since my parents didn’t think it was a good idea, but he thought I shouldn’t let that bother me.",8.366957556266117
"At the moment, Peter and I don’t trust each other as much as you seem to think.",7.201438893894239
"I could simply wait and see what happens, but I’d like to start again, provided I get a new book.",7.18933471968693
The situation is this: I’m not jealous of either you or Peter.,7.073805846471766
So there’s no need for you to reproach yourself because you think you’re taking something I was entitled to; nothing could be further from the truth.,7.063426444119343
"Perhaps you’ll be able to do that someday, though that’s not the kind of trust we have in mind.",7.051651913490589
"For this reason it would have to be someone I felt was intellectually superior to me, and that isn’t the case with Peter.",7.050787594646076
"Now every time I go see Peter I’m hurting her, without meaning to.",6.5880752142234265
It’s also easier to whisper your feelings than to shout them from the rooftops.,6.566031429071138
"But that’s why I wish, from the bottom of my heart, that you will both be able to place your trust in each other.",6.464874037828162
"I know I’d be insanely jealous, but Margot just says I shouldn’t feel sorry for her.",6.3146521756998
"It’s just that when you’re standing beside an open window at twilight, you can say more to each other than in bright sunshine.",6.119032231917549
This morning Peter asked me if I’d come again one evening.,5.202939295858529
"I do nothing but gaze at Peter, and I’m filled to overflowing!",5.175924283647212
"Maybe later on, but he and I need to discuss so many other things first.",5.157997393603059
"Just how much I don’t know, but the whole situation is very unpleasant.",5.047288708384457
"He swore I wouldn’t be disturbing him, and said that where there was room for one, there was room for two.",4.829175379756183
For a long time I’ve had the feeling that Margot likes Peter.,4.821497333926449
"“I think it’s so awful that you’ve become the odd one out,” I added.",4.811385692893808
"Mother gave me a warning tap last night, which I deserved.",4.484693989230301
You and Peter have everything to gain by your friendship.,4.428215212337859
"You’re already missing out on so much here, things other people take for granted.",4.286747063200967
"He’s warned me that if I don’t do my algebra, I won’t get any tutoring after the war.",4.200797947731135
"He’s been trying not to treat me like a child, but now he’s much too cold.",4.104324054719272
I mustn’t carry my indifference and contempt for her too far.,3.843843882871325
"In spite of everything, I should try once again to be friendly and keep my remarks to myself!",3.721203775204849
I don’t dare tell Peter.,3.6030395073375736
Evidence of Margot’s goodness.,3.5857818353177544
"In the meantime, a shadow has fallen on my happiness.",3.438321523644444
"I’d want to have the feeling that he understood me through and through, even if I didn’t say much.",3.3556184860433405
The funny thing is that she hardly lets it show.,3.1574381578938313
"“I’m used to that,” she replied, somewhat bitterly.",2.92136499266738
But I can imagine your feeling close to him.,2.7764889828339934
Even Pim isn’t as nice as he used to be.,1.6514207188565724
But let’s not talk about it anymore.,1.6418428721561091
We’ll just have to see what comes of it!,1.201287647245459
That’s enough for now.,0.45619058829681675
