sentence,tf-idf-sum
"We ate hot cereal with strawberries, buttermilk with strawberries, bread with strawberries, strawberries for dessert, strawberries with sugar, strawberries with sand.",65.80014323280562
"For two days there was nothing but strawberries, strawberries, strawberries, and then our supply was either exhausted or in jars, safely under lock and key.",36.68102062344418
"My ears were humming with the following refrain: snap the end, strip the pod, pull the string, pod in the pan, snap the end, strip the pod, pull the string, pod in the pan, etc., etc.",36.191124163423716
"We sat kicking our heels impatiently; the strawberries were waiting to be rinsed, but we stuck to the house rule: “No running water when strangers are downstairs—they might hear the drains.” Jan came up at one to tell us it had been the mailman.",24.338886410778304
People washing strawberries!” The rest of the strawberries were canned.,22.040795576675695
"I had strawberries for breakfast, Jan’s having them for lunch, Kleiman’s eating them as a snack, Miep’s boiling them, Bep’s hulling them, and I can smell them everywhere I go.",20.00038545747503
"The pan was full, so I dashed upstairs, where the rest of the family was hulling strawberries around the kitchen table.",19.4162257181513
Mr. Broks was in Beverwijk and managed to get hold of strawberries at the produce auction.,14.744656698726448
"My eyes were swimming: green, green, worm, string, rotten pod, green, green.",14.51762004425644
"“My gosh, the whole world’s turned to strawberries.",12.226220390321949
"Mr. van Daan hadn’t gotten the jars hot enough when he was sterilizing them, so Father ended up making jam every evening.",11.857578938772596
"And sure enough, this morning after breakfast our biggest enamel pan appeared on the table, filled to the brim with peas.",11.710033600273118
"Stripping pods is a precise and meticulous job that might be suited to pedantic dentists or finicky spice experts, but it’s a horror for an impatient teenager like me.",11.523843703235286
"At twelve-thirty the outside door was locked, crates were lugged into the kitchen, with Peter, Father and Mr. van Daan stumbling up the stairs.",10.810922644205723
That very same evening we canned the first six jars and made eight jars of jam.,10.006841381704938
"Peter tiptoed halfway down the stairs and called out, “Bep!” Once more: “Bep!” His voice was drowned out by the racket in the kitchen.",9.308412593015602
"Miep, Bep, Mr. Kleiman, Jan, Father, Peter: the Annex contingent and the Supply Corps all mixed up together, and that in the middle of the day!",8.8967579608054
"If you think shelling peas is boring work, you ought to try removing the inner linings.",8.546503955977807
"At twelve we finally ate breakfast, but from twelve-thirty to one-fifteen we had to strip pods again.",8.534109489967895
"Finally Peter and I leaned over the banister, straining our ears like a couple of burglars to hear the sounds from downstairs.",8.219453450363954
"Anne got hot water from the water heater, Margot went for a bucket, all hands on deck!",8.034808579036904
"I don’t think many people realize that once you’ve pulled out the linings, the pods are soft, delicious and rich in vitamins.",7.905440878575881
"Leaving the bucket where it was, Peter raced upstairs and shut the bookcase behind him.",7.3590196624154265
"We started work at nine-thirty; I sat down at ten-thirty, got up again at eleven, sat down again at eleven-thirty.",6.491622644676234
"“On Saturday, you’ve all got to shell peas,” Mother announced at the table.",6.4072398683343765
"To fight the boredom and have something to do, I chattered all morning, saying whatever came into my head and making everyone laugh.",6.270140589138837
The next morning: two more lids popped up; and that afternoon: four lids.,6.112787223934469
The next morning Miep started making jam for the office.,6.099048597165864
"“Go upstairs at once, Peter, the accountant’s here, you’ve got to leave!” It was Mr. Kugler’s voice.",6.032391861059655
But an even greater advantage is that you get nearly three times as much as when you eat just the peas.,5.927393057827375
"Every string I pulled made me more certain that I never, ever, want to be just a housewife!",5.806286401419559
"I napped until four, still in a daze because of those wretched peas.",5.686217927636612
"Sighing, Peter came upstairs and closed the bookcase.",5.654453920414082
"Curtains and windows open, loud voices, banging doors—I was trembling with excitement.",5.579333864853636
That evening: two jars came unsealed.,5.408400671936349
"I listened to hear if anyone was coming, standing first at the bookcase, then at the top of the stairs.",5.370514851348968
"With a funny feeling in my stomach, I entered the overcrowded office kitchen.",5.226180406446193
So he ran down to the kitchen while I nervously kept watch from above.,4.772882741072394
"Peter went back downstairs, but then the doorbell rang twice.",4.239838026822851
"They arrived here dusty and full of sand, but in large quantities.",4.227319836771925
"I kept thinking, “Are we really in hiding?” This must be how it feels when you can finally go out into the world again.",4.055802586654365
Mr. Kugler finally came up at one-thirty.,3.748273912427193
They were bound to need another bucket soon.,3.422164119813261
Father quickly turned them into jam.,3.4148099503155604
No less than twenty-four crates for the office and us.,3.1920833398923487
"Ding-dong…the doorbell, about-face.",2.5354266569167514
Peter hurried downstairs again.,2.3522453572725386
I come upstairs to get away from all that red and what do I see?,2.3022588560502437
"When I stopped, I felt a bit seasick, and so did the others.",2.0089944040378853
"At least that’s what they were supposed to be doing, but more was going into their mouths than into the buckets.",1.9758188214353252
No unfamiliar voices.,1.921181782561944
The monotony was killing me.,1.4813988527148931
"And it certainly was, but it’s so much work…ugh!",1.2555787336782256
"“That’s nice of her,” I replied.",0.8746484415712852
