sentence,tf-idf-sum
"We don’t know how many people are actually in hiding; of course, the number is relatively small compared to the general population, but later on we’ll no doubt be astonished at how many good people in Holland were willing to take Jews and Christians, with or without money, into their homes.",20.220585992477123
"Expectation and hope generate tension, as does fear—for example, when we hear a noise inside or outside the house, when the guns go off or when we read new “proclamations” in the paper, since we’re afraid our helpers might be forced to go into hiding themselves sometime.",19.34536108627604
"These are all things that can be overcome, but I sometimes wonder: how can we, whose every possession, from my underpants to Father’s shaving brush, is so old and worn, ever hope to regain the position we had before the war?",13.137251995896008
"When this beautiful damsel (by her own account) heard that it was getting easier these days to obtain false IDs, she immediately proposed that we each have one made.",11.623965933676816
"The van Daans have been sleeping all winter long on the same flannel sheet, which can’t be washed because detergent is rationed and in short supply.",10.44572305771341
"I do my best to clean it, but since the dishcloth was also purchased before we went into hiding and consists of more holes than cloth, it’s a thankless task.",10.197936091245493
"Mama’s corset snapped today and is beyond repair, while Margot is wearing a bra that’s two sizes too small.",10.052007230808776
"Father is walking around in frayed trousers, and his tie is also showing signs of wear and tear.",9.437995067683042
"All the same, later on, when everything has returned to normal, I’ll probably wonder how we, who always lived in such comfortable circumstances, could have “sunk” so low.",9.078895398165047
"But that’s not surprising, because one day Kerli announces, “When this is all over, I’m going to have myself baptized”; and the next, “As long as I can remember, I’ve wanted to go to Jerusalem.",9.053505068606903
"When I think about our lives here, I usually come to the conclusion that we live in a paradise compared to the Jews who aren’t in hiding.",8.356571282540768
"Mr. Dussel makes up everything as he goes along, and anyone wishing to contradict His Majesty had better think twice.",8.053847136149635
"Mother and Margot have shared the same three undershirts the entire winter, and mine are so small they don’t even cover my stomach.",8.024350475319597
There’re also an unbelievable number of people with false identity papers.,7.547622482763251
The Attitude of the Annex Residents Toward the War Mr. van Daan.,6.982219886416809
"Mrs. van Daan is always saying the most ridiculous things, and her Putti is often exasperated.",6.741170365771442
"In Albert Dussel’s home his word is law, but that doesn’t suit Anne Frank in the least.",6.137237818411273
"Actually, only two of them do, but Madame van Daan and Dussel include themselves as well.",6.016772400119095
"But who can assure us that this war, which has caused nothing but pain and sorrow, will then be over?",5.564438347992845
"As if there were nothing to it, as if Father and Mr. van Daan were made of money.",5.5208400423457755
"In the opinion of us all, this revered gentleman has great insight into politics.",5.464802938305619
"I only feel at home with other Jews!” Pim is a big optimist, but he always has his reasons.",5.422281374324123
"For example, the same oilcloth has covered the dining table ever since we’ve been here.",4.972135922682639
And that nothing will have happened to us and our helpers long before that time?,4.424575294306085
"When it comes to politics, these four are the only ones who count.",4.139473827982622
"Nevertheless, he predicts we’ll have to stay here until the end of ’43.",3.9472812720105734
"Besides, it’s of such poor quality that it’s practically useless.",3.7882742785401793
What the other members of the Annex family think about the war doesn’t matter.,3.723806571754446
"After so much use, it’s hardly what you’d call spotless.",3.1281341065783264
That’s why each and every day is filled with tension.,2.7991976249281656
Mrs. van Daan.,2.2419698967966166
"With respect to manners, I mean.",2.13467370151968
"That’s a very long time, and yet it’s possible to hold out until then.",2.0057700922998025
These days everyone is talking about having to hide.,1.8640005258622456
No one!,0.2982768972608019
