sentence,tf-idf-sum
"It’s too dark to read after four or four-thirty, so we while away the time with all kinds of crazy activities: telling riddles, doing calisthenics in the dark, speaking English or French, reviewing books—after a while everything gets boring.",23.018556239558357
"of sharing my far too narrow room with His Excellency, and since I’m generally considered to be the worst behaved of the three young people, it’s all I can do to avoid having the same old scoldings and admonitions repeatedly flung at my head and to pretend not to hear.",22.480157321822507
"In bed at night, as I ponder my many sins and exaggerated shortcomings, I get so confused by the sheer amount of things I have to consider that I either laugh or cry, depending on my mood.",18.24472544204103
"Mr. Dussel, the man who was said to get along so well with children and to absolutely adore them, has turned out to be an old-fashioned disciplinarian and preacher of unbearably long sermons on manners.",17.812170767046023
Yesterday I discovered a new pastime: using a good pair of binoculars to peek into the lighted rooms of the neighbors.,15.478235140319445
"I’ve come across a few at dinner, one family making home movies and the dentist across the way working on a frightened old lady.",14.328022986651794
"Then I fall asleep with the strange feeling of wanting to be different than I am or being different than I want to be, or perhaps of behaving differently than I am or want to be.",13.167028358910608
"Forgive me, but I don’t like crossing things out, and in these times of scarcity, tossing away a piece of paper is clearly taboo.",12.537593665291265
"And if I’m really lucky, Mrs. van D. calls me to account five minutes later and lays down the law as well!",11.367500741733211
"If Mr. Dussel’s just read me the riot act, Mother lectures me all over again, this time throwing the whole book at me.",10.508129691808985
The result: excessive economy and the prospect of having the electricity cut off.,9.631542134452244
"Really, it’s not easy being the badly brought-up center of attention of a family of nitpickers.",9.448332363172987
"So I can only advise you not to reread the above passage and to make no attempt to get to the bottom of it, because you’ll never find your way out again!",9.406821054472983
This wouldn’t be so bad if Mr. Dussel weren’t such a tattletale and hadn’t singled out Mother to be the recipient of his reports.,8.620004072840622
We’ve been using too much electricity and have now exceeded our ration.,8.18919380547013
"During the day our curtains can’t be opened, not even an inch, but there’s no harm when it’s so dark.",7.394024008801475
I never knew that neighbors could be so interesting.,4.624136377165984
"No light for fourteen days; that’s a pleasant thought, isn’t it?",4.34922570535608
"Oh dear, now I’m confusing you too.",3.3569066037853927
Since I have the singular pleasure (!),3.192568493305891
"But who knows, maybe it won’t be so long!",1.6872698449306491
"Ours are, at any rate.",1.0925052955933423
