sentence,tf-idf-sum
"How dare you make your mother so sad!” Everyone expects me to apologize, but this is not something I can apologize for, because I told the truth, and sooner or later Mother was bound to find out anyway.",28.988377895652487
"Last night I was lying in bed, waiting for Father to tuck me in and say my prayers with me, when Mother came into the room, sat on my bed and asked very gently, “Anne, Daddy isn’t ready.",26.208530935063905
"For my part, I will continue to remain silent and aloof, and I don’t intend to shrink from the truth, because the longer it’s postponed, the harder it will be for them to accept it when they do hear it!",24.278553370602523
She’s the one whose tactless comments and cruel jokes about matters I don’t think are funny have made me insensitive to any sign of love on her part.,20.746948077688128
"I felt sorry for Mother—very, very sorry—because for the first time in my life I noticed she wasn’t indifferent to my coldness.",16.00194504225403
"Just as my heart sinks every time I hear her harsh words, that’s how her heart sank when she realized there was no more love between us.",15.854034741141072
"Mother got up, stood beside my bed for a moment and then slowly walked toward the door.",14.67855066764005
"I lay still, thinking how mean it was of me to reject her so cruelly, but I also knew that I was incapable of answering her any other way.",14.553187303973548
"Father has avoided looking at me, and if his eyes do happen to cross mine, I can read his unspoken words: “How can you be so unkind?",14.338949004553672
"It’s hard to tell the truth, and yet the truth is that she’s the one who’s rejected me.",13.535655930451508
"I seem to be indifferent to Mother’s tears and Father’s glances, and I am, because both of them are now feeling what I’ve always felt.",11.403673465436258
I can’t make you love me!” A few tears slid down her cheeks as she went out the door.,10.533432375139586
"How about if I listen to your prayers tonight?” “No, Momsy,” I replied.",9.9553182227273
"Suddenly she turned, her face contorted with pain, and said, “I don’t want to be angry with you.",9.01289121098921
I saw the sorrow in her face when she talked about not being able to make me love her.,8.984026147556866
"Oh my, another item has been added to my list of sins.",8.012375854755295
"I can only feel sorry for Mother, who will have to figure out what her attitude should be all by herself.",7.867848006473797
She cried half the night and didn’t get any sleep.,5.575007346475512
I can’t be a hypocrite and pray with her when I don’t feel like it.,5.48645526860722
It just doesn’t work that way.,1.4485640808990425
