sentence,tf-idf-sum
"It’s 1941, and it doesn’t take her long to discover Hans’s Nazi sympathies, and since Cady is deeply concerned with the plight of the Jews and of her friend Marianne, they begin drifting apart.",10.885598143238518
"He has such a squeaky little child’s voice that Mother instinctively said, “Oooh.” A clergyman, who must have borrowed his voice from Mr. Edel, concluded by asking God to take care of the Jews, all those in concentration camps and prisons and everyone working in Germany.",10.36821259423864
"Then there’re Theseus, Oedipus, Peleus, Orpheus, Jason and Hercules all waiting to be untangled, since their various deeds are running crisscross through my mind like multicolored threads in a dress.",8.870198037621218
"Hans goes away, and years later Cady learns that he’s wound up in England, where he’s struggling with ill health.",8.691726427550382
"After being cured in the sanatorium, Cady goes back home and continues writing to Hans.",8.552210885389965
"Besides that, I finished the first volume of a biography of Emperor Charles V yesterday, and I still have to work out the many genealogical charts I’ve collected and the notes I’ve taken.",8.387597891365719
"Peter was dragged from the attic, given a merciless scolding and showered with abuse: ill-mannered brat, no-good bum, bad example, Anne this, Margot that, I couldn’t hear the rest.",7.957233004845853
"Well then, before tomorrow I have to finish reading the first volume of a biography of Galileo Galilei, since it has to be returned to the library.",7.781689706378456
"Number four: my movie stars are in a terrible disarray and are dying to be straightened out, but since it’ll take several days to do that and Professor Anne is, as she’s already said, up to her ears in work, they’ll have to put up with the chaos a while longer.",7.398509484946959
"At seven twenty-five Peter vanished into his room, and reappeared at the stroke of seven-thirty, stripped down to his blue swimming trunks and a pair of tennis shoes.",7.273427977016607
"He cuffed her back, she punched him with all her might, and Peter pulled his arm away with a look of mock horror on his face.",7.17719510748506
"Since I’ve left my entire “junk box”—including my fountain pen—upstairs and I’m not allowed to disturb the grown-ups during their nap time (until two-thirty), you’ll have to make do with a letter in pencil.",6.993983819058263
"She used words like “soon, when I’m back in Holland,” “a swift liberation,” “heroism” and “heavy burdens.” This was followed by a speech by Prime Minister Gerbrandy.",6.773585268170647
"Peter, still by the stairs and growing impatient again, strode into the room with his belt in his hand, like a lion tamer.",6.589948028391888
"“You’ve got to apologize first.” “All right, I hereby offer my apologies, but only because if I don’t, we’ll be here till midnight.” Mrs. van D. had to laugh in spite of herself.",6.571551210403122
"Now that he’s seen his little Cady again, he realizes how much he loves her, and once more asks for her hand in marriage.",6.140820547808866
"“Yes, I’ll be up in a minute, but I can’t find the scissors!” Peter helped her look, rummaging around in her cosmetics drawer.",5.978338605455233
"He tells her that two years earlier he’d married Cady’s successor, but that his wife took her life in a fit of depression.",5.818676279662526
"The same applies, for example, to the Seven Years’ War and the Nine Years’ War.",5.806633984671977
"Did you treat your mother that way, Mr. Frank?” She was very upset, pacing back and forth, saying whatever came into her head, and she still hadn’t gone upstairs.",5.7863971167269375
I also need to finish “Cady’s Life.” I’ve thought up the rest of the plot.,5.726708352868007
"Less than five minutes later she stormed back down the stairs, with her cheeks all puffed out, and flung her apron on a chair.",5.689392176180496
"When she’s twenty-seven, Cady marries a well-to-do man from the country, named Simon.",5.578539004430194
"She and Simon are happy together, but Hans is always in the back of her mind until one night she dreams of him and says farewell.",5.393318030657246
"Cady is shattered, and because she wants to have a good job, she studies nursing.",5.195262030902227
"During her first vacation she goes to Lake Como, where she runs into Hans.",5.179836986442821
"After graduation she accepts a position, at the urging of her father’s friends, as a nurse in a TB sanatorium in Switzerland.",5.118086145168162
Mrs. van D. came back to the room and collapsed into a chair with a loud sigh.,5.019360116224309
"“Yes, but he hurt me.” I went to have a look and cooled her hot, red wrists with water.",4.761050746567918
"I didn’t catch Peter’s reply, but it must have been insolent, because she cuffed him on the arm.",4.742274191881309
"They meet and get back together, but break up when Hans takes up with another girl.",4.710787214786681
"Next I have three pages of foreign words from my various books, all of which have to be written down, memorized and read aloud.",4.707303420438998
"A new sketch to make you laugh: Peter’s hair had to be cut, and as usual his mother was to be the hairdresser.",4.625597145282693
"Myron and Phidias are also urgently in need of attention, or else I’ll forget entirely how they fit into the picture.",4.556530998237565
Next week I have to read Palestine at the Crossroads and the second volume of Galilei.,4.515415446030225
"I started reading it yesterday and have gotten up to page 220 out of 320 pages, so I’ll manage it.",4.314909885629527
"Cady refuses, even though, in spite of herself, she loves him as much as ever.",3.976522399672173
Peter grabbed her by the wrists and pulled her all around the room.,3.8976188105287584
"Mrs. van D. didn’t move, but stayed by her writing desk, looking for a handkerchief.",3.888224915365263
"She tore down the stairs like a tornado, probably straight into the arms of her Putti.",3.8284422830476235
"Peter led his prisoner as far as the attic stairs, where he was obliged to let go of her.",3.7430036634569914
"I’m terribly busy at the moment, and strange as it may sound, I don’t have enough time to get through my pile of work.",3.4811979637868187
"“Come on, old girl!” Mrs. van D. stayed put.",3.444410424966769
Tuesday and Wednesday evening our beloved Queen addressed the country.,3.236569582077248
She’s taking a vacation so she’ll be in good health for her return to the Netherlands.,2.9222122492126497
"She laughed, cried, scolded and kicked, but nothing helped.",2.8712162623214454
"She got up and went toward the door, where she felt obliged to give us an explanation.",2.867612302980178
"That’s what you get with a modern upbringing, modern children.",2.7129884998814853
How long is it going to take before I come to the story of the bathing Susanna?,2.7049653360525805
"“Die Entführung der Mutter,”* I joked.",2.6945051611284776
"She has two daughters and a son, Lilian, Judith and Nico.",2.6905272686706847
"She grows to love him, but not as much as Hans.",2.5431827234665345
"And in the meantime, I’ve left Charlotte of the Palatine in the lurch.",2.3689066626837567
“I’d have belted him so hard he’d have gone flying down the stairs [!].,2.2618363254076743
I’d never have grabbed my mother like that.,2.0224491936643787
"“Don’t make such a mess, Peter,” she grumbled.",1.9289598315961993
This isn’t the first time he’s deserved a good hiding.,1.9011816142605544
Shall I tell you briefly what I’ve got to do?,1.759834807587453
"Oh, there’s still so much to find out and learn.",1.729084071548044
But her pride holds her back.,1.5407169599034973
"(By us I mean Father, Mother and me; we were busy doing the dishes.)",1.5152493681194814
And what do they mean by Sodom and Gomorrah?,1.463321304473756
"Well, what can you do with a memory like mine!",1.4165476568310889
“Are you coming?” he asked his mother.,1.3663424225802414
Just imagine how forgetful I’ll be when I’m eighty!,1.349176579584105
"She didn’t come up again until eight, this time with her husband.",1.2414141614830985
"“He wasn’t like this at home,” she said.",1.1993341998290976
He’s never been so insolent.,1.195852051292711
Everything seems to have calmed down again today!,1.171372169420876
"Finally, at long last, she made her exit.",1.167383139880366
"When I asked if she was through, she replied that she was going downstairs.",1.1460041335999522
"You can see, can’t you, Kitty, that I’m full to bursting?",1.1055634881382967
Now I’m getting everything all mixed up.,0.8533989916068895
"Oh, one more thing.",0.5636223170337613
The Bible.,0.43729547136772445
PS.,0.2748865824708461
