sentence,tf-idf-sum
"Miep, who’s worked for Father’s company since 1933, has become a close friend, and so has her husband Jan. Once again, shoes, stockings, books and underwear disappeared into Miep’s bag and Jan’s deep pockets.",16.56728544597815
"I was wearing two undershirts, three pairs of underpants, a dress, and over that a skirt, a jacket, a raincoat, two pairs of stockings, heavy shoes, a cap, a scarf and lots more.",13.165163351842388
"Miep arrived and promised to return later that night, taking with her a bag full of shoes, dresses, jackets, underwear and stockings.",11.586281970704583
"We had rented our big upstairs room to a Mr. Goldschmidt, a divorced man in his thirties, who apparently had nothing to do that evening, since despite all our polite hints he hung around until ten o’clock.",11.121911369389915
"But it wasn’t necessary, since we heard Mother and Mr. van Daan downstairs talking to Hello, and then the two of them came inside and shut the door behind them.",10.309843716325846
"The thought of Father off visiting someone in the Jewish Hospital and completely unaware of what was happening, the long wait for Mother, the heat, the suspense—all this reduced us to silence.",9.666753058297331
“Mother has gone to see Mr. van Daan.” (Mr. van Daan is Father’s business partner and a good friend.),9.526180284514673
"Margot stuffed her schoolbag with schoolbooks, went to get her bicycle and, with Miep leading the way, rode off into the great unknown.",9.05841008678403
"At three o’clock (Hello had left but was supposed to come back later), the doorbell rang.",8.20823449985032
"Father finally came home around five o’clock, and we called Mr. Kleiman to ask if he could come by that evening.",8.088516101567128
"The four of us were wrapped in so many layers of clothes it looked as if we were going off to spend the night in a refrigerator, and all that just so we could take more clothes with us.",7.984692500777964
“Mother’s gone to Mr. van Daan to ask whether we can move to our hiding place tomorrow.,7.7328050257215954
"I was exhausted, and even though I knew it’d be my last night in my own bed, I fell asleep right away and didn’t wake up until Mother called me at five-thirty the next morning.",7.728276476970427
"Every time the bell rang, either Margot or I had to tiptoe downstairs to see if it was Father, and we didn’t let anyone else in.",7.411607065147445
"The stripped beds, the breakfast things on the table, the pound of meat for the cat in the kitchen—all of these created the impression that we’d left in a hurry.",7.024119412595956
"At seven-thirty we too closed the door behind us; Moortje, my cat, was the only living creature I said good-bye to.",6.399368165876321
"According to a note we left for Mr. Goldschmidt, she was to be taken to the neighbors, who would give her a good home.",6.079417386024345
"Margot and I were sent from the room, as Mr. van Daan wanted to talk to Mother alone.",6.071497790907863
"But thank goodness she won’t be going; Mother had said so herself, which must be what Father had meant when he talked to me about our going into hiding.",6.052202025376998
"Preoccupied by the thought of going into hiding, I stuck the craziest things in the bag, but I’m not sorry.",5.957430090603789
"The first thing I stuck in was this diary, and then curlers, handkerchiefs, schoolbooks, a comb and some old letters.",5.916636792666695
No Jew in our situation would dare leave the house with a suitcase full of clothes.,5.6871426379329
Mr. van Daan left and went to get Miep.,5.6405776037549815
"I was suffocating even before we left the house, but no one bothered to ask me how I felt.",4.692286850997641
"“Of course he’s not going,” declared Margot as we waited for Mother in the living room.",4.667294735949231
"Fortunately, it wasn’t as hot as Sunday; a warm rain fell throughout the day.",4.600827443376151
"But as you can see, Kitty, I’m still alive, and that’s the main thing, Father says.",4.531163017581263
"When she and I were sitting in our bedroom, Margot told me that the call-up was not for Father, but for her.",4.362633004804083
A little while later Margot appeared in the kitchen doorway looking very agitated.,4.360738559088367
"We just wanted to get out of there, to get away and reach our destination in safety.",4.0842331756350045
"You probably don’t understand a word I’m saying today, so I’ll begin by telling you what happened Sunday afternoon.",3.948725353100564
Margot and I started packing our most important belongings into a schoolbag.,3.895502111351004
Margot is sixteen—apparently they want to send girls her age away on their own.,3.6749207932017036
"“Father has received a call-up notice from the SS,” she whispered.",3.6428528575884673
"These were questions I wasn’t allowed to ask, but they still kept running through my mind.",3.475875169825006
Miep and Jan Gies came at eleven.,3.475201563335238
Visions of concentration camps and lonely cells raced through my head.,3.470659813468155
Suddenly the doorbell rang again.,3.3511868337515276
"I didn’t hear it, since I was out on the balcony, lazily reading in the sun.",3.3454916887828334
“Don’t open the door!” exclaimed Margot to stop me.,3.1565691755523986
After that it was quiet in our apartment; none of us felt like eating.,2.9353177520449965
"At any rate, that’s how I thought of it, since I still didn’t know where our hiding place was.",2.882949249695502
So much has happened it’s as if the whole world had suddenly turned upside down.,2.6419531885139222
It seems like years since Sunday morning.,2.6001930505862467
How could we let Father go to such a fate?,2.4071670078882326
A call-up: everyone knows what that means.,2.24506265695374
"I’m alive all right, but don’t ask where or how.",2.214172496753341
There will be seven of us altogether.” Silence.,2.1497779830693964
"“That’s Hello,” I said.",1.9749306851711603
Memories mean more to me than dresses.,1.9501610579127306
At eleven-thirty they too disappeared.,1.7197539703761877
"At this second shock, I began to cry.",1.6229013768494587
"It was still hot, and everything was very strange.",1.5894640884421753
The van Daans are going with us.,1.529408973694963
Hiding…where would we hide?,1.4612173079919033
Nothing else mattered.,1.422507946173445
But we weren’t interested in impressions.,1.169284020201196
More tomorrow.,0.8328024616504732
In a shack?,0.6907901235094717
"When, where, how…?",0.6907901235094717
In a house?,0.6847325974146191
We couldn’t speak.,0.584642010100598
I was stunned.,0.5504699501749917
In the city?,0.49894280827281506
In the country?,0.4443218367661179
