sentence,tf-idf-sum
"However, as you wrote, I do think of Peter as a kind of brother…a younger brother; we’ve been sending out feelers, and a brotherly and sisterly affection may or may not develop at some later date, but it’s certainly not reached that stage yet.",21.19193765539632
"I read a bit, daydreamed some more, looked at the clock and waited, waited, waited, all the while listening to his footsteps.",14.440114235831187
"Oh, when I think back to Saturday night, to our words, our voices, I feel satisfied with myself for the very first time; what I mean is, I’d still say the same and wouldn’t want to change a thing, the way I usually do.",11.720470020729268
"He came downstairs to tell Dussel it was time to listen to the radio and hung around the bathroom for a while, but when Dussel took too long, he went back upstairs.",10.426656134964816
After your letter of yesterday I have the unpleasant feeling that your conscience bothers you whenever you go to Peter’s to work or talk; there’s really no reason for that.,10.357037341632878
"I think what surprised him most about me was when he discovered that I’m not at all the superficial, worldly Anne I appear to be, but a dreamer, like he is, with just as many troubles!",9.51652453968713
"But I’m certain of one thing: if Peter and I do become friends, I’m going to tell him you’re also very fond of him and are prepared to help him if he needs you.",9.19807623561626
"When he said I always helped him when his parents were arguing, I was tremendously happy; it was one step toward making me believe in his friendship.",8.622641897304879
"His answer was: “If they were all like you, it wouldn’t be so bad.” He’s extremely hospitable, and I think he really likes to see me.",8.405700362896152
My answer: I think the best thing is simply to wait and see what happens.,7.512332982218311
All those jokes about marrying Peter if we stayed here long enough weren’t so silly after all.,7.436771692831061
The entire evening I was so restless I kept going to the bathroom to splash cold water on my face.,7.405343064513593
"Last night after the dinner dishes, I waited for him to ask me to stay upstairs.",6.747466286590025
It can’t be much longer before Peter and I will have to decide whether to go back to the way we were or do something else.,6.72710394313716
I asked him yesterday what he’d do if there were a dozen Annes who kept popping in to see him.,6.678055944899211
"In my heart, I know there’s someone who deserves my trust (as I do his), and I wouldn’t be able to tolerate Peter in his place.",6.655952791393813
"Meanwhile, he’s been working hard at learning French, even studying in bed until ten-fifteen.",6.556914851354595
He paced up and down his room and went to bed early.,6.433714157924033
"You wouldn’t want me to, I’m sure, but I don’t care; I don’t know what Peter thinks of you, but I’ll ask him when the time comes.",6.104009589542701
"I think, Kitty, that true love may be developing in the Annex.",6.0527422085403835
"I went to bed early, exhausted.",5.8280505638976905
"You won’t be disturbing us, because we have an unspoken agreement to talk only in the evenings when it’s dark.",5.5341353765283525
"I can’t figure out if he wants only a good friend, or if he’s attracted to me as a girl or as a sister.",4.959620786172433
I don’t know how it’ll turn out; I can’t see any farther than the end of my nose.,4.89846887706502
Your time may come sooner than you think.,4.788729958206604
I’m sure now that Peter loves me too; I just don’t know in what way.,4.563158083794542
"You’re welcome to join us in the attic, or wherever we are.",4.123759595413558
"He’s so handsome, whether he’s smiling or just sitting still.",3.843454164086138
It’s certainly nothing bad—on the contrary!,3.729460753283529
"Not that I’m thinking of marrying him, mind you.",3.3989561695816004
"Now that you’ve found companionship, enjoy it as much as you can.",3.3286750050361205
Or if we’ll even love each other enough to get married.,3.242032802274328
But nothing happened; I went away.,2.969774164402528
I don’t even know what he’ll be like when he grows up.,2.8258463836049366
"Tonight I have to take a bath, and tomorrow?",2.6953311712086445
Tomorrow’s so far away!,2.2786378688679276
"I’m doing my best, though it’s not always easy.",2.225217754806478
So there’s no need for you to feel sorry for me.,1.9432803499440274
"In the meantime, things are getting more and more wonderful here.",1.9091312069892852
He’s so sweet and good and beautiful.,1.529831361183403
Keep your spirits up!,1.125331359002415
