sentence,tf-idf-sum
"This morning the toilet was clogged, and Father had to stick in a long wooden pole and fish out several pounds of excrement and strawberry recipes (which is what we use for toilet paper these days).",13.765875893609422
"So Mr. van Daan got up, pulled on his coat and pants, put on his hat and cautiously followed Father down the stairs, with Peter (armed with a heavy hammer, to be on the safe side) right behind him.",12.753775556609998
"I caught the words “a barrel falling over in the warehouse” and “someone fiddling with the door.” Margot heard it too, but was trying to calm me down, since I’d turned white as chalk and was extremely nervous.",12.582169691546982
The ladies (including Margot and me) waited in suspense until the men returned five minutes later and reported that there was no sign of any activity in the building.,11.948485919792411
"We were somewhat reassured by the fact that between eight-fifteen—when the burglar had first entered the building and put our lives in jeopardy—and ten-thirty, we hadn’t heard a sound.",11.44201622446426
"Pim bounded up the stairs, while Peter went to warn Dussel, who finally presented himself upstairs, though not without kicking up a fuss and making a lot of noise.",9.976601073773349
"Number two: Mr. Voskuijl left early last night, and we weren’t sure if he’d given Bep the key and she’d forgotten to lock the door.",9.796772699389173
Finally we came to the conclusion that the burglars had taken to their heels when they heard footsteps in an otherwise quiet building.,9.012481608042142
"If the burglars had forced the door and the air-raid wardens were to notice it and call the police, there could be very serious repercussions.",8.35932197589476
"The more we thought about it, the less likely it seemed that a burglar would have forced a door so early in the evening, when there were still people out on the streets.",8.332909658495524
"Mr. van D. had a bad cold and had already gone to bed, so we gathered around his bedside and discussed our suspicions in a whisper.",8.284968686439834
A minute or two later Mrs. van Daan came up from where she’d been listening to the radio and told us that Pim had asked her to turn it off and tiptoe upstairs.,8.261373071554425
"Mother, Father, Margot and I were sitting quite pleasantly together last night when Peter suddenly came in and whispered in Father’s ear.",8.078396688946102
"We agreed not to run any water or flush the toilet; but since everyone’s stomach was churning from all the tension, you can imagine the stench after we’d each had a turn in the bathroom.",8.015586193266651
"Besides that, it occurred to us that the warehouse manager at the Keg Company next door might still have been at work.",7.795795332154226
"Every time Mr. van D. coughed loudly, Mrs. van D. and I nearly had a nervous fit.",7.682749925666458
"Five minutes later Peter and Pim, the color drained from their faces, appeared again to relate their experiences.",7.33546263455008
"Then all of a sudden they heard a couple of bangs, as if two doors had been slammed shut inside the house.",6.985702252387108
"Once again we waited and waited, but heard nothing.",6.956898713633716
"Father and Mother and Mr. Dussel were awake most of the night, and I’m not exaggerating when I say that I hardly got a wink of sleep.",6.795222686641381
"The problem now was that the chairs in the private office were neatly grouped around the radio, which was tuned to England.",6.37292510730653
The three of us waited while Father and Peter went downstairs.,6.291922026412745
"Number one: the Westertoren bells stopped chiming, and I’d always found them so comforting.",5.976727109691926
"This morning the men went downstairs to see if the outside door was still locked, but all was well!",5.864101751536716
"Of course, we gave the entire office staff a blow-by-blow account of the incident, which had been far from pleasant.",4.988550458310246
But you know what happens when you’re trying to be quiet—the old stairs creaked twice as loud.,4.967753248039659
He kept coughing until someone came up with the bright idea of giving him codeine.,4.942890076039936
"Besides, your imagination often plays tricks on you in moments of danger.",4.798851532388374
"It’s much easier to laugh at these kinds of things after they’ve happened, and Bep was the only one who took us seriously.",4.500233127243064
They had positioned themselves under the staircase and waited.,4.34791993808115
"What with the excitement and the thin walls, it’s easy to mistake the sounds.",3.8726490459827385
Then we all tiptoed in our stockinged feet to the van Daans on the next floor.,3.5868676163297013
"Incidents like these are always accompanied by other disasters, and this was no exception.",3.478974580726347
Afterward we burned the pole.,3.0779694236438155
"The night had just begun, and we still weren’t sure what to expect.",2.89662350545945
"So we went to bed, though not to sleep.",2.3245353451954833
His cough subsided immediately.,2.0263949196011994
Nothing happened.,1.2638030340689617
But that was of little importance now.,0.8694890557178762
PS.,0.4279484295284763
