sentence,tf-idf-sum
"The day before yesterday Jan ate carrots with green peas, yesterday he had the leftovers, today she’s cooking marrowfat peas, and tomorrow she’s planning to mash the remaining carrots with potatoes.",17.344009497834254
"The reason for all the “ifs” is that Mr. Kugler has been called up for a six-day work detail, Bep is down with a bad cold and will probably have to stay home tomorrow, Miep hasn’t gotten over her flu, and Mr. Kleiman’s stomach bled so much he lost consciousness.",16.303434508998606
"Thank goodness the others notice nothing of my innermost feelings, except that every day I’m growing cooler and more contemptuous of Mother, less affectionate to Father and less willing to share a single thought with Margot; I’m closed up tighter than a drum.",15.067851870291207
"If you’ve got a particularly bad case of flu, the doctor himself comes to the phone and says, ‘Stick out your tongue and say “Aah.” Oh, I can hear it, your throat’s infected.",13.827261942392859
"We think Mr. Kugler should go directly to a reliable doctor for a medical certificate of ill health, which he can present to the City Hall in Hilversum.",11.79783721315533
"All I’ve been hearing today is: “If this and that happens, we’re in trouble, and if so-and-so gets sick, we’ll be left to fend for ourselves, and if…” Well, you know the rest, or at any rate I assume you’re familiar enough with the residents of the Annex to guess what they’d be talking about.",11.328749843678267
"After all, a person has only two hands, and these days there’re too many patients and too few doctors.” Still, we all had a good laugh at Jan’s phone call.",9.988058756630192
You should have seen us gathered around him; it looked exactly like a print: “At Grandmother’s Knee.” He regaled his grateful audience with talk of—what else?—food.,9.629922516257517
"Oh, it’s so terribly hard not to talk to Peter about these things, but I know I have to let him begin; it’s so hard to act during the daytime as if everything I’ve said and done in my dreams had never taken place!",8.841609290228043
"“Go to the end of the line; real patients have priority!” The weather is gorgeous, indescribably beautiful; I’ll be going up to the attic in a moment.",8.438142600048543
I asked for a flu prescription and was told I could come pick it up tomorrow morning between eight and nine.,8.066908986129832
"At one o’clock Jan will come for half an hour to check on us poor forsaken souls, like a zookeeper.",7.916509673700031
"If (there’s another “if”) Bep has to stay home, the door will remain locked and we’ll have to be as quiet as mice so the Keg Company won’t hear us.",7.718004526659742
"Doctors no longer turn up their noses at the poorer patients, but at those with minor illnesses.",7.175878745276009
"How could someone like Peter, who loves peace and quiet, possibly stand my bustle and noise?",6.279760649861845
"He must have guessed something about the inner me, since he couldn’t possibly love the outer Anne he’s known so far!",5.912045937010971
I can just imagine what a doctor’s waiting room looks like these days.,5.770113977458719
"If only I could write to him, then at least he’d know what I was trying to say, since it’s so hard to say it out loud!",5.4863517238282995
"The warehouse employees have been given a day off tomorrow, so Bep will be alone in the office.",5.448925277615879
"I honestly don’t know how to begin, I really don’t, so how can I expect Peter to when talking is so much harder for him?",5.361608687501582
"The nicest part is being able to write down all my thoughts and feelings; otherwise, I’d absolutely suffocate.",5.091358392626242
“Doctor?” said Jan. “What doctor?,4.97292158355982
"This afternoon, for the first time in ages, Jan gave us some news of the outside world.",4.902484949197898
"Kitty, Anne is crazy, but then these are crazy times and even crazier circumstances.",4.469808941357094
"Easy job he’s got, diagnosis by phone.",4.375169593048703
We asked about Miep’s doctor.,4.360764099618606
"Up to now reason has always won the battle, but will my emotions get the upper hand?",4.108861008903928
"I’m never alone in the room I share with Dussel, though I long to be so much.",3.9687411814730504
Will he be the first and only person to see what’s beneath my granite mask?,3.625000448499651
"Mrs. P., a friend of Miep’s, has been cooking his meals.",3.559326579334459
I called him this morning and got his secretary on the line.,3.4456177381570177
That’s another reason I take refuge in the attic.,3.430620564176711
No one must know that my heart and mind are constantly at war with each other.,3.3334045436263837
I’m constantly being chased from one corner to another.,3.2308402427457428
I’ll write out a prescription and you can bring it to the pharmacy.,3.1855949697478714
Released from the gloom and doom for a few moments!,2.8948813118398014
Isn’t there some old saying about love being akin to pity?,2.5642277967500196
I keep thinking I’ll be able to talk to him about them one day.,2.5142369932544137
"He has his own room, where he can work, dream, think and sleep.",2.5116020574027997
"Sometimes I fear they will, but more often I actually hope they do!",2.446718845607661
"Still, I don’t want to moan and groan.",2.2436201754458094
I now know why I’m so much more restless than Peter.,2.2241187206416266
But I shouldn’t blame the doctors.,2.0461108600895064
I wonder what Peter thinks about all these things?,1.8213006904047369
"Above all, I have to maintain my air of confidence.",1.7680828951912884
Because I often pity him as much as I do myself!,1.699879349467894
What a tale of woe!,1.56091556248651
"On the contrary, I want to be brave!",1.546275452648072
Good day.’ And that’s that.,1.0111578868212154
"“Hey, what are you doing here?” they think.",0.940062256207931
Whew!,0.7437308692769359
"When I’m there, or with you, I can be myself, at least for a little while.",0.7076143012562139
Isn’t that what’s happening here as well?,0.6484241490057802
Will it take him long?,0.3872725113617693
