sentence,tf-idf-sum
"I get dizzy just thinking about all the cures I’ve been subjected to: sweating out the fever, steam treatment, wet compresses, dry compresses, hot drinks, swabbing my throat, lying still, heating pad, hot-water bottles, lemonade and, every two hours, the thermometer.",39.232151917616896
"Most of the time the tickle refused to go away, so I had to drink milk with honey, sugar or cough drops.",16.041442929125846
"The weather is drizzly and overcast, the stove stinks, and the food lies heavily on our stomachs, producing a variety of rumbles.",15.982614050070135
The worst part was when Mr. Dussel decided to play doctor and lay his pomaded head on my bare chest to listen to the sounds.,15.814359926469498
"For a whole month I’ve saved up the sugar I put on my hot cereal, and Mr. Kleiman has used it to have fondant made.",14.058361173959414
"Not only did his hair tickle, but I was embarrassed, even though he went to school thirty years ago and does have some kind of medical degree.",13.611326345770365
"With every cough, I had to duck under the blanket—once, twice, three times—and try to keep from coughing anymore.",13.418186092985598
"For Christmas, we’re getting extra cooking oil, candy and molasses.",9.60548775130863
"For Hanukkah, Mr. Dussel gave Mrs. van Daan and Mother a beautiful cake, which he’d asked Miep to bake.",9.239307908432917
"He’d have to have his ears cleaned first, since he’s becoming alarmingly hard of hearing.",8.383536368110894
"Margot and I received a brooch made out of a penny, all bright and shiny.",7.9872512463677845
I’ve grown almost half an inch and gained two pounds.,7.634952333083076
"Bep is still in isolation, but any day now her sister will no longer be contagious.",6.738313022865445
I also have a Christmas present for Miep and Bep.,6.16158264187842
"For that matter, he wouldn’t be able to tell a healthy sound from an unhealthy one.",5.637216825136776
A bad case of flu has prevented me from writing to you until today.,5.267739145566093
"The war is at an impasse, spirits are low.",4.350947072357691
"I’m pale, but itching to get back to my books.",4.334861490048956
"Ausnahmsweise* (the only word that will do here), we’re all getting on well together.",4.212204023642775
There hasn’t been such peace and quiet in this house for at least six months.,4.170891889391106
Why should he lay his head on my heart?,4.163413645370657
Will these remedies really make you better?,3.6491378410045683
"No squabbles, though that probably won’t last long.",3.530165314405938
"I can’t really describe it, but it’s lovely.",3.4106273507989773
Being sick here is dreadful.,2.77462715876369
I’m fit as a fiddle again.,2.7269373756835034
But enough about my illness.,2.189766876834834
On top of all the work she has to do!,1.4231308609357396
"After all, he’s not my boyfriend!",1.2186597206602643
