sentence,tf-idf-sum
"A major stumbling block for the adults—though in my opinion it’s no more than a pebble—is that they’re afraid their children will no longer look upon marriage as sacred and pure once they realize that, in most cases, this purity is a lot of nonsense.",43.55462924264901
"As she put it, “Where the ingredients go in is where the finished product comes out!” Jacque and I found out about the hymen, and quite a few other details, from a book on sex education.",29.97127127775385
"My own intuition told me what a man and a woman do when they’re together; it seemed like a crazy idea at first, but when Jacque confirmed it, I was proud of myself for having figured it out!",28.552516863540507
"Instead of telling their sons and daughters everything at the age of twelve, they send the children out of the room the moment the subject arises and leave them to find out everything on their own.",27.532807839814456
It was also Jacque who told me that children didn’t come out of their mother’s tummies.,21.330143439423473
"Later on, when parents notice that their children have, somehow, come by their information, they assume they know more (or less) than they actually do.",19.839205814341955
"I’ve told you more about myself and my feelings than I’ve ever told a living soul, so why shouldn’t that include sex?",19.405443971756288
"I also knew that you could keep from having children, but how that worked inside your body remained a mystery.",15.940917418436426
"If mothers don’t tell their children everything, they hear it in bits and pieces, and that can’t be right.",15.74701606959829
"As far as I’m concerned, it’s not wrong for a man to bring a little experience to a marriage.",15.143196084488004
"When I was twelve and a half, I learned some more from Jacque, who wasn’t as ignorant as I was.",14.766253492745856
"When I came here, Father told me about prostitutes, etc., but all in all there are still unanswered questions.",13.513038031426763
"Parents, and people in general, are very peculiar when it comes to sex.",13.302938770913464
"Soon after I turned eleven, they told me about menstruation.",9.275276378213839
"I sat there dreaming with my eyes closed, and it was wonderful.",7.28344213470122
So why don’t they try to make amends by asking them what’s what?,6.441396578070399
"After all, it has nothing to do with the marriage itself, does it?",6.113700322659685
"But even then, I had no idea where the blood came from or what it was for.",5.1681061594962925
"Even though it’s Saturday, I’m not bored!",4.020380115975452
That’s because I’ve been up in the attic with Peter.,1.2431423414210543
